raw_skill_name,category,skill_normalized,cluster_id,auto_canonical,override_canonical,final_canonical,raw_count
performance patterns,Engineering Concepts & Methodologies,performance patterns,26,performance analysis,,performance analysis,1
app lifecycle,Engineering Concepts & Methodologies,app lifecycle,102,app lifecycle,,app lifecycle,4
Android system architecture,Engineering Concepts & Methodologies,android system architecture,1548,android application architecture,,android application architecture,1
ActivityManagerService,Other,activitymanagerservice,4612,activitymanagerservice,,Other Other,1
WindowManagerService,Other,windowmanagerservice,4152,windowmanagerservice,,Other Other,1
PackageManager,Other,packagemanager,4082,packagemanager,,Other Other,1
SurfaceFlinger,Other,surfaceflinger,3519,surfaceflinger,,Other Other,1
Input system,Other,input system,3412,input system,,Other Other,1
systrace,Tool & Platform,systrace,6349,systrace,,Tool & Platform Other,1
perfetto,Tool & Platform,perfetto,1157,perfecto,,perfecto,1
ANR traces,Tool & Platform,anr traces,2112,anr traces,,Tool & Platform Other,1
làm việc trong các nhóm dự án,Soft Skill,làm việc trong các nhóm dự án,379,work as part of a project team,,work as part of a project team,4
điều phối và phối hợp,Soft Skill,điều phối và phối hợp,2660,điều phối và phối hợp,,Soft Skill Other,4
làm việc trong nhóm,Soft Skill,làm việc trong nhóm,711,điều phối nhóm,,điều phối nhóm,9
xây dựng và phát triển sản phẩm,Domain Knowledge,xây dựng và phát triển sản phẩm,780,product development,,product development,1
thanh toán số,Domain Knowledge,thanh toán số,256,trung gian thanh toán,,trung gian thanh toán,1
mobile money,Domain Knowledge,mobile money,4453,mobile money,,Domain Knowledge Other,1
e – commerce,Domain Knowledge,e – commerce,1142,e commerce systems,,e commerce systems,1
thanh toán/tài chính số,Domain Knowledge,thanh toán tài chính số,6508,thanh toán tài chính số,,Domain Knowledge Other,1
làm việc với dữ liệu & thông tin,Data Engineering & Analytics,làm việc với dữ liệu & thông tin,1075,làm việc với dữ liệu,,làm việc với dữ liệu,1
công cụ phân tích số liệu,Data Engineering & Analytics,công cụ phân tích số liệu,1463,thu thập và phân tích số liệu,,thu thập và phân tích số liệu,1
agile workflows,Engineering Concepts & Methodologies,agile workflows,3808,agile workflows,,Engineering Concepts & Methodologies Other,4
UX/UI concepts,Design & UX,ux ui concepts,5494,ux ui concepts,,Design & UX Other,1
xây dưng và phát triển đội ngũ,Soft Skill,xây dưng và phát triển đội ngũ,397,phối hợp đội nhóm,,phối hợp đội nhóm,1
phân tích và khắc phục sự cố mạng,Infrastructure & DevOps,phân tích và khắc phục sự cố mạng,2153,xử lý sự cố mạng,,xử lý sự cố mạng,1
Cisco ASA,Infrastructure & DevOps,cisco asa,415,gitlab ci,,gitlab ci,1
Wireless Controller/AP,Infrastructure & DevOps,wireless controller ap,632,wireless controller,,wireless controller,1
Phân tích & Giải quyết vấn đề,Soft Skill,phân tích & giải quyết vấn đề,847,phân tích và xử lý vấn đề,,phân tích và xử lý vấn đề,1
ChromaDB,Database,chromadb,4021,chromadb,,Database Other,9
Android Developer,Domain Knowledge,android developer,68,android development,,android development,1
Activity/Fragment,Framework / Library,activity fragment,2054,activity fragment,,Framework / Library Other,4
LLM-based architectures,AI/ML/Data,llm based architectures,4874,llm based architectures,,AI/ML/Data Other,1
personalization engines,AI/ML/Data,personalization engines,209,personalization engines,,personalization engines,4
chat/voice AI,AI/ML/Data,chat voice ai,2536,chat voice ai,,AI/ML/Data Other,1
Switch Cisco,Infrastructure & DevOps,switch cisco,628,switch cisco,,switch cisco,4
lập trình hướng đối tượng OOP,Engineering Concepts & Methodologies,lập trình hướng đối tượng oop,1890,lập trình hướng đối tượng oop,,lập trình hướng đối tượng oop,4
Architecture Design Pattern,Engineering Concepts & Methodologies,architecture design pattern,1655,architecture patterns,,architecture patterns,1
index data,Database,index data,4,indexing,,indexing,1
partion data,Database,partion data,2725,partion data,,Database Other,1
AI Prompt,AI/ML/Data,ai prompt,415,gitlab ci,,gitlab ci,1
AI prompt,AI/ML/Data,ai prompt,415,gitlab ci,,gitlab ci,4
Website/App bán hàng,Domain Knowledge,website app bán hàng,5660,website app bán hàng,,Domain Knowledge Other,1
startup công nghệ,Domain Knowledge,startup công nghệ,2340,tech startup,,tech startup,1
tracking,Data Engineering & Analytics,tracking,45,tracking,,tracking,1
Search Console,Tool & Platform,search console,431,search console,,search console,4
Outsourcing thị trường Nhật,Domain Knowledge,outsourcing thị trường nhật,181,managing outsourcing vendors,,managing outsourcing vendors,1
low-code/automation platforms,Tool & Platform,low code automation platforms,1198,low code automation,,low code automation,1
database concepts,Database,database concepts,206,database,,database,4
Claude Code,AI/ML/Data,claude code,4680,claude code,,claude code,4
AI-assisted development tools,AI/ML/Data,github copilot,5380,github copilot,,github copilot,1
AI coding assistants,AI/ML/Data,github copilot,5380,github copilot,,github copilot,1
Copilot,AI/ML/Data,github copilot,5380,github copilot,,github copilot,1
website development,Domain Knowledge,website development,498,website development,,website development,1
low-code tooling,Tool & Platform,low code tooling,5986,low code tooling,,Tool & Platform Other,1
production-ready code,Engineering Concepts & Methodologies,production ready code,4803,production ready code,,Engineering Concepts & Methodologies Other,1
graph database,Database,graph database,623,graph databases,,graph databases,1
Graph Database,Database,graph database,623,graph databases,,graph databases,1
biomedical,Domain Knowledge,biomedical,5667,biomedical,,Domain Knowledge Other,1
speech/ASR,AI/ML/Data,speech asr,1917,speech asr,,AI/ML/Data Other,1
Nghị định 13/2023/NĐ-CP,Other,nghị định 13 2023 nđ-cp,717,decree 13 2023 nđ-cp,,decree 13 2023 nđ-cp,1
OpenShift(OCP),Infrastructure & DevOps,openshift(ocp),798,openshift,,openshift,1
thiết kế các dịch vụ/tính năng cho hệ thống Cloud,Infrastructure & DevOps,thiết kế các dịch vụ tính năng cho hệ thống cloud,6438,thiết kế các dịch vụ tính năng cho hệ thống cloud,,Infrastructure & DevOps Other,1
Microsoft Certified: Azure Developer Associate,Other,microsoft certified: azure developer associate,6284,microsoft certified: azure developer associate,,Other Other,1
thiết kế đồ họa cho game mobile,Design & UX,thiết kế đồ họa cho game mobile,778,thiết kế về giao diện game trên mobile,,thiết kế về giao diện game trên mobile,1
art style,Design & UX,art style,1208,art style,,art style,1
thiết kế asset 2D,Design & UX,thiết kế asset 2d,1291,asset 2d,,asset 2d,1
Stable Diffusion,Tool & Platform,diffusion models,1583,diffusion models,,diffusion models,1
Photoshop AI,Tool & Platform,photoshop ai,1624,photoshop,,photoshop,1
style consistency,Design & UX,style consistency,3730,style consistency,,Design & UX Other,1
tối ưu asset,Engineering Concepts & Methodologies,tối ưu asset,1230,tối ưu asset,,tối ưu asset,1
3D modeling,Design & UX,3d modeling,1259,3d modeling,,3d modeling,1
3D animation,Design & UX,3d animation,1562,3d graphics,,3d graphics,1
sale CNTT,Domain Knowledge,sale cntt,4012,sale cntt,,Domain Knowledge Other,1
tư vấn CNTT,Domain Knowledge,tư vấn cntt,3362,tư vấn cntt,,tư vấn cntt,1
Android Development,Tool & Platform,android development,68,android development,,android development,1
Android Application Layer,Domain Knowledge,android application layer,4118,android application layer,,Domain Knowledge Other,1
Android Service Framework Layer,Domain Knowledge,android service framework layer,6436,android service framework layer,,Domain Knowledge Other,1
Serializable,Engineering Concepts & Methodologies,serializable,3680,serializable,,Engineering Concepts & Methodologies Other,1
Parcelable,Engineering Concepts & Methodologies,parcelable,2564,parcelable,,Engineering Concepts & Methodologies Other,1
in-vehicle information development,Domain Knowledge,in vehicle information development,927,in vehicle infotainment,,in vehicle infotainment,1
Android Automotive,Tool & Platform,android automotive,1156,android automotive,,android automotive,1
Android HAL,Embedded & Firmware,android hal,4918,android hal,,Embedded & Firmware Other,1
AOSP build system,Tool & Platform,aosp build system,4871,aosp build system,,Tool & Platform Other,1
Android Security,Domain Knowledge,android security,1173,android security,,android security,1
Android multiple users,Domain Knowledge,android multiple users,2078,android multiple users,,Domain Knowledge Other,1
SE Linux,Infrastructure & DevOps,se linux,2758,se linux,,Infrastructure & DevOps Other,1
Mạng và Bảo mật,Infrastructure & DevOps,mạng và bảo mật,3370,mạng và bảo mật,,mạng và bảo mật,4
Cisco FirePower,Infrastructure & DevOps,cisco firepower,2685,cisco firepower,,Infrastructure & DevOps Other,4
OWASP Top 10,Infrastructure & DevOps,owasp top 10,1105,owasp top 10,,owasp top 10,4
MITRE ATT&CK Framework,Infrastructure & DevOps,mitre att&ck framework,1665,mitre att&ck framework,,mitre att&ck framework,1
containerized,Infrastructure & DevOps,containerized,386,containerization,,containerization,1
high traffic system,Engineering Concepts & Methodologies,high traffic system,1089,high traffic apis,,high traffic apis,1
làm việc với các cross-functional teams,Soft Skill,làm việc với các cross functional teams,1318,cross functional teams,,cross functional teams,1
working prototype,Design & UX,working prototype,354,prototype,,prototype,1
thiết kế sản phẩm cho lĩnh vực giáo dục,Domain Knowledge,thiết kế sản phẩm cho lĩnh vực giáo dục,3450,thiết kế sản phẩm cho lĩnh vực giáo dục,,Domain Knowledge Other,1
Platform Engineer,Infrastructure & DevOps,platform engineer,322,platform engineering,,platform engineering,4
SRE concepts,Infrastructure & DevOps,sre concepts,3947,sre concepts,,Infrastructure & DevOps Other,1
disaster recovery systems,Infrastructure & DevOps,disaster recovery systems,248,disaster recovery,,disaster recovery,1
microservice architectures,Engineering Concepts & Methodologies,microservice architectures,3105,microservices,,microservices,4
"thiết kế, triển khai và vận hành hệ thống",Infrastructure & DevOps,"thiết kế, triển khai và vận hành hệ thống",1149,system design,,system design,1
low-code platforms,Tool & Platform,low code platforms,2726,no code low code platforms,,no code low code platforms,1
NTT Intra-mart,Tool & Platform,ntt intra mart,2573,ntt intra mart,,Tool & Platform Other,4
OutSystems,Tool & Platform,outsystems,1424,outsystems,,outsystems,16
workflow design,Engineering Concepts & Methodologies,workflow design,629,workflow design,,workflow design,1
low-code platform certification,Other,low code platform certification,4369,low code platform certification,,Other Other,1
quản lý/điều phối dự án IT,Soft Skill,quản lý điều phối dự án it,261,project management,,project management,1
Google App Script,Tool & Platform,google app script,1216,google apps script,,google apps script,1
trình bày thông tin,Soft Skill,trình bày thông tin,607,xử lý thông tin,,xử lý thông tin,1
Microsoft Office Suite,Tool & Platform,microsoft office suite,2462,microsoft office suite,,Tool & Platform Other,4
listening,Soft Skill,listening,980,listening,,listening,1
game puzzle/hypercasual,Domain Knowledge,game puzzle hypercasual,6695,game puzzle hypercasual,,Domain Knowledge Other,1
AI frameworks,Framework / Library,ai frameworks,470,framework,,framework,1
làm việc với khách hàng quốc tế,Soft Skill,làm việc với khách hàng quốc tế,1643,làm việc với khách hàng nước ngoài,,làm việc với khách hàng nước ngoài,1
vận hành IT,IT Support & Hardware,vận hành it,60,vi xử lý,,vi xử lý,1
App Services,Infrastructure & DevOps,app services,2852,app service,,app service,1
AI-assisted software development,AI/ML/Data,ai assisted software development,697,ai assisted development,,ai assisted development,1
German language,Soft Skill,german language,1803,german language,,Soft Skill Other,1
Microsoft Fabric,Data Engineering & Analytics,microsoft fabric,4454,microsoft fabric,,Data Engineering & Analytics Other,1
Lakehouse architecture,Data Engineering & Analytics,lakehouse architecture,5050,lakehouse architecture,,Data Engineering & Analytics Other,1
